token,Rank,Word in English,score,Standard Deviation of Ratings
over,9221,over,4.2,1.5649
not,9400,not,3.88,1.5471
true,887,true,7.2,1.2289
uk,3985,uk,6.12,1.6368
is,7326,is,5.34,0.6581
being,3598,being,6.2,1.3248
into,7402,into,5.32,0.8908
style,2458,style,6.52,1.0925
says,6092,says,5.66,0.9817
of,8632,of,4.82,1.207
a,7551,to,5.26,0.8762
plan,3200,plan,6.3,0.953
could,6101,Could,5.66,1.1886
us,4778,us,5.94,1.634
into,7402,into,5.32,0.8908
a,7551,to,5.26,0.8762
long,5964,long,5.68,1.3619
where,7223,where,5.36,0.8981
does,6772,does,5.5,0.8144
this,7190,this,5.38,0.5303
go,3027,go,6.34,1.3032
what,7863,what,5.16,1.0947
does,6772,does,5.5,0.8144
the,7738,the,5.2,0.4518
in,5638,in,5.76,1.1704
the,7738,the,5.2,0.4518
mean,8218,mean,5.02,1.3013
for,7412,for,5.32,1.6092
global,1813,global,6.74,1.3969
says,6092,says,5.66,0.9817
he,7232,I,5.36,1.1021
is,7326,is,5.34,0.6581
open,1493,open,6.88,1.1542
to,8622,to,4.84,0.9971
with,4746,with,5.94,1.0382
as,7720,ace,5.2,0.9476
in,5638,in,5.76,1.1704
says,6092,says,5.66,0.9817
it,6908,it,5.46,0.9082
on,4026,on,6.1,1.1995
there,6802,there,5.48,0.7351
are,6907,are,5.46,0.9941
to,8622,to,4.84,0.9971
by,7502,by,5.28,0.8581
in,5638,in,5.76,1.1704
after,7120,after,5.4,1.5253
fatal,9911,fatal,2.46,1.7049
and,7113,and,5.4,0.9897
in,5638,in,5.76,1.1704
new,1136,new,7.06,1.4057
there,6802,there,5.48,0.7351
could,6101,Could,5.66,1.1886
be,6108,be,5.66,1.3188
more,3038,more,6.34,1.1886
after,7120,after,5.4,1.5253
service,4435,service,6.02,1.1337
members,5335,members,5.82,1.1726
as,7720,ace,5.2,0.9476
it,6908,it,5.46,0.9082
war,9970,war,2.04,1.6777
says,6092,says,5.66,0.9817
will,3693,will,6.18,1.4241
help,8839,help,4.68,1.7779
down,9477,down,3.7,1.3286
in,5638,in,5.76,1.1704
office,4144,office,6.08,1.3827
of,8632,of,4.82,1.207
of,8632,of,4.82,1.207
in,5638,in,5.76,1.1704
death,9985,death,1.82,1.3506
from,6107,from,5.66,1.1886
school,2687,school,6.46,1.5012
in,5638,in,5.76,1.1704
to,8622,to,4.84,0.9971
s,8214,s,5.02,0.5147
war,9970,war,2.04,1.6777
has,6624,have,5.52,1.2656
in,5638,in,5.76,1.1704
an,8054,an,5.08,0.5284
israel,7820,Israel,5.18,1.6499
s,8214,s,5.02,0.5147
as,7720,ace,5.2,0.9476
it,6908,it,5.46,0.9082
to,8622,to,4.84,0.9971
hit,6299,hit,5.6,1.5386
back,8595,back,4.84,1.1843
at,8481,at,4.9,1.233
us,4778,us,5.94,1.634
that,7331,That,5.34,0.8478
s,8214,s,5.02,0.5147
all,3050,all,6.34,1.5066
it,6908,it,5.46,0.9082
the,7738,the,5.2,0.4518
us,4778,us,5.94,1.634
to,8622,to,4.84,0.9971
us,4778,us,5.94,1.634
and,7113,and,5.4,0.9897
as,7720,ace,5.2,0.9476
them,6602,them,5.54,0.9304
off,9334,off,4.0,1.4142
on,4026,on,6.1,1.1995
at,8481,at,4.9,1.233
people,1388,people,6.92,1.4405
dead,9940,dead,2.3,1.8098
after,7120,after,5.4,1.5253
pro,3106,pro,6.34,1.3494
in,5638,in,5.76,1.1704
and,7113,and,5.4,0.9897
uk,3985,uk,6.12,1.6368
just,6580,just,5.54,1.2488
away,9051,away,4.46,1.5546
from,6107,from,5.66,1.1886
says,6092,says,5.66,0.9817
to,8622,to,4.84,0.9971
after,7120,after,5.4,1.5253
us,4778,us,5.94,1.634
and,7113,and,5.4,0.9897
israel,7820,Israel,5.18,1.6499
without,9409,without,3.84,1.4337
some,5585,some,5.76,0.9806
change,4257,change,6.06,1.596
in,5638,in,5.76,1.1704
direction,6953,direction,5.44,1.402
s,8214,s,5.02,0.5147
in,5638,in,5.76,1.1704
civil,6128,civil,5.66,1.2224
order,4826,order,5.92,1.3377
says,6092,says,5.66,0.9817
in,5638,in,5.76,1.1704
on,4026,on,6.1,1.1995
what,7863,what,5.16,1.0947
we,4698,we,5.96,1.5513
know,3395,know,6.26,1.4401
so,7403,SW,5.32,0.9355
on,4026,on,6.1,1.1995
day,2621,day,6.48,1.313
two,5836,two,5.72,0.9906
you,2231,you,6.58,1.2304
t,8488,t,4.9,1.1473
free,197,free,7.84,1.2993
party,116,party,8.0,0.9897
in,5638,in,5.76,1.1704
london,1150,london,7.04,1.4841
and,7113,and,5.4,0.9897
manchester,1702,Manchester,6.78,1.5817
after,7120,after,5.4,1.5253
us,4778,us,5.94,1.634
israel,7820,Israel,5.18,1.6499
on,4026,on,6.1,1.1995
as,7720,ace,5.2,0.9476
call,5403,call,5.8,1.2936
it,6908,it,5.46,0.9082
a,7551,to,5.26,0.8762
war,9970,war,2.04,1.6777
of,8632,of,4.82,1.207
or,7628,or,5.24,1.0214
s,8214,s,5.02,0.5147
death,9985,death,1.82,1.3506
in,5638,in,5.76,1.1704
of,8632,of,4.82,1.207
of,8632,of,4.82,1.207
or,7628,or,5.24,1.0214
by,7502,by,5.28,0.8581
in,5638,in,5.76,1.1704
in,5638,in,5.76,1.1704
north,4470,north,6.0,1.1952
sea,5331,is,5.82,1.0821
to,8622,to,4.84,0.9971
link,4492,link,6.0,1.1606
to,8622,to,4.84,0.9971
his,7367,his,5.32,0.9134
us,4778,us,5.94,1.634
says,6092,says,5.66,0.9817
of,8632,of,4.82,1.207
its,7812,its,5.18,1.0631
service,4435,service,6.02,1.1337
members,5335,members,5.82,1.1726
in,5638,in,5.76,1.1704
a,7551,to,5.26,0.8762
visual,2040,visual,6.64,1.1739
to,8622,to,4.84,0.9971
the,7738,the,5.2,0.4518
us,4778,us,5.94,1.634
war,9970,war,2.04,1.6777
on,4026,on,6.1,1.1995
and,7113,and,5.4,0.9897
s,8214,s,5.02,0.5147
we,4698,we,5.96,1.5513
it,6908,it,5.46,0.9082
was,8600,was,4.84,1.1669
s,8214,s,5.02,0.5147
by,7502,by,5.28,0.8581
us,4778,us,5.94,1.634
and,7113,and,5.4,0.9897
israel,7820,Israel,5.18,1.6499
new,1136,new,7.06,1.4057
of,8632,of,4.82,1.207
on,4026,on,6.1,1.1995
of,8632,of,4.82,1.207
us,4778,us,5.94,1.634
in,5638,in,5.76,1.1704
and,7113,and,5.4,0.9897
war,9970,war,2.04,1.6777
we,4698,we,5.96,1.5513
re,8020,re,5.1,1.0351
as,7720,ace,5.2,0.9476
canada,1047,canada,7.1,1.5017
s,8214,s,5.02,0.5147
to,8622,to,4.84,0.9971
meet,3212,meet,6.3,1.3887
in,5638,in,5.76,1.1704
india,4005,Indian woman,6.1,1.233
with,4746,with,5.94,1.0382
us,4778,us,5.94,1.634
tell,6136,tell,5.66,0.9817
us,4778,us,5.94,1.634
how,6150,how,5.64,1.2249
have,3975,have,6.12,1.2558
you,2231,you,6.58,1.2304
been,7001,been,5.44,0.8609
by,7502,by,5.28,0.8581
the,7738,the,5.2,0.4518
in,5638,in,5.76,1.1704
the,7738,the,5.2,0.4518
s,8214,s,5.02,0.5147
war,9970,war,2.04,1.6777
on,4026,on,6.1,1.1995
up,4092,up,6.08,1.1925
where,7223,where,5.36,0.8981
a,7551,to,5.26,0.8762
off,9334,off,4.0,1.4142
media,4534,average,6.0,1.1066
of,8632,of,4.82,1.207
after,7120,after,5.4,1.5253
us,4778,us,5.94,1.634
