"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"4196","indígenas","Indigenous","6.06","1.7072"
"4197","marino","marine","6.06","1.3614"
"4198","creo","I","6.06","1.2022"
"4199","preguntas","questioning","6.06","1.3157"
"4200","national","national","6.06","1.4057"
"4201","ensayo","trial","6.06","1.1502"
"4202","adultos","adults","6.06","1.6214"
"4203","miembro","member","6.06","1.1141"
"4204","silla","chair","6.06","1.0956"
"4205","nacion","nation","6.06","1.4057"
"4206","indispensable","indispensable","6.06","1.3157"
"4207","firmado","signed","6.06","1.3763"
"4208","voy","I","6.06","0.8901"
"4209","informó","reported","6.06","1.0382"
"4210","artículos","articles","6.06","1.1141"
"4211","asociado","associated","6.06","1.4201"
"4212","origen","origin","6.06","1.2843"
"4213","resulta","result","6.06","1.1678"
"4214","sabido","learned","6.06","1.0382"
"4215","source","source","6.06","1.2357"
"4216","verlo","see it","6.06","1.0577"
"4217","contesto","reply","6.06","1.2022"
"4218","tengamos","have","6.06","1.3157"
"4219","simple","simple","6.06","1.3157"
"4220","consuelo","comfort","6.06","1.766"
"4221","vid","vine","6.06","1.3614"
"4222","precisamente","precisely","6.06","1.0577"
"4223","casado","married","6.06","2.2983"
"4224","tomorrow","tomorrow","6.06","1.596"
"4225","peculiar","peculiar","6.06","1.1678"
"4226","ambas","both","6.06","0.9982"
"4227","instrucción","instruction","6.06","1.2521"
"4228","cédula","charter","6.06","1.4626"
"4229","repuestos","parts","6.06","1.3614"
"4230","esperado","expected","6.06","1.3614"
"4231","recientes","Recent","6.06","1.0184"
"4232","recinto","enclosure","6.06","1.3614"
"4233","ringtones","ringtones","6.06","1.1851"
"4234","sigas","follow","6.06","1.2191"
"4235","search","search","6.06","1.1323"
"4236","tiempo","time","6.06","1.2357"
"4237","tuitear","tweet","6.06","1.7192"
"4238","content","content","6.06","1.3001"
"4239","levantar","lift","6.06","1.4201"
"4240","surge","arises","6.06","1.2521"
"4241","xv","xv","6.06","1.4902"
"4242","volver","return","6.06","1.2683"
"4243","venga","come","6.06","1.0382"
"4244","sherlock","sherlock","6.06","1.3614"
"4245","conoció","met","6.06","1.1678"
"4246","geográfica","geographical","6.06","1.2357"
"4247","newsletter","newsletter","6.06","1.2357"
"4248","extensión","extension","6.06","1.3911"
"4249","representación","representation","6.06","0.9775"
"4250","contestar","answer","6.06","0.9775"
"4251","salida","output","6.06","1.4486"
"4252","física","physics","6.06","1.4344"
"4253","profundas","deep","6.06","1.4057"
"4254","mercado","market","6.06","1.1678"
"4255","año","year","6.06","1.544"
"4256","concretas","concrete","6.06","1.2022"
"4257","change","change","6.06","1.596"
"4258","trabajan","work","6.06","1.5703"
"4259","posiblemente","likely","6.06","0.9775"
"4260","negociaciones","talks","6.06","1.3157"
"4261","Él","He","6.04","1.4136"
"4262","pensó","thought","6.04","1.2282"
"4263","sala","room","6.04","1.261"
"4264","notar","note","6.04","0.9249"
"4265","serlo","be","6.04","1.1421"
"4266","presentó","presented","6.04","0.9681"
"4267","ubicado","located","6.04","1.0093"
"4268","inmuebles","estate","6.04","0.9889"
"4269","proximo","next","6.04","1.0093"
"4270","capítulo","chapter","6.04","0.9467"
"4271","#perla","# Pearl","6.04","1.6655"
"4272","muestran","show","6.04","0.832"
"4273","secretaria","Secretary","6.04","1.3395"
"4274","realidades","realities","6.04","1.3696"
"4275","ramos","ramos","6.04","1.3991"
"4276","manual","manual","6.04","1.2282"
"4277","#notieneprecio","# Notieneprecio","6.04","1.6777"
"4278","representa","represents","6.04","1.0093"
"4279","ahora","now","6.04","1.1058"
"4280","pymes","SMEs","6.04","1.4422"
"4281","panama","panama","6.04","1.8066"
"4282","saldo","balance","6.04","1.3395"
"4283","tiene","you have","6.04","1.1421"
"4284","llamó","called","6.04","1.5381"
"4285","diversos","various","6.04","1.3696"
"4286","usuarios","users","6.04","1.2447"
"4287","every","every","6.04","1.1421"
"4288","taller","workshop","6.04","1.1599"
"4289","obediencia","obedience","6.04","1.6532"
"4290","elaborado","elaborated","6.04","1.4563"
"4291","tuiter","tweet","6.04","1.6532"
"4292","discípulos","disciples","6.04","1.4563"
"4293","oliva","olive","6.04","0.9889"
"4294","él","he","6.04","1.3845"
"4295","disciplina","discipline","6.04","1.7838"
"4296","tweets","tweets","6.04","1.7608"
"4297","mezcla","mixture","6.04","1.1421"
"4298","vinieron","came","6.04","1.4702"
"4299","haber","have","6.04","1.1599"
"4300","nombramiento","appointment","6.04","1.428"
"4301","sign","sign","6.04","1.0872"
"4302","principalmente","mainly","6.04","1.0872"
"4303","siguen","follow","6.04","0.9467"
"4304","keep","keep","6.04","1.2771"
"4305","plataformas","platforms","6.04","1.2771"
"4306","hosting","hosting","6.04","1.2447"
"4307","carolina","carolina","6.04","1.1241"
"4308","levantarme","get up","6.04","1.5644"
"4309","recuerden","remember","6.04","1.1773"
"4310","litoral","coast","6.04","1.3242"
"4311","horóscopo","horoscope","6.04","1.7608"
"4312","impresión","print","6.04","1.049"
"4313","escriba","scribe","6.04","1.293"
"4314","frase","phrase","6.04","1.261"
"4315","adicional","additional","6.04","1.1773"
"4316","observa","observed","6.04","1.2282"
"4317","refiero","mean","6.04","1.1773"
"4318","next","next","6.04","1.1599"
"4319","permanece","remains","6.04","1.0872"
"4320","miro","look","6.04","1.2115"
"4321","mufasa","mufasa","6.04","1.8512"
"4322","vuestros","your","6.04","1.0872"
"4323","semestre","semester","6.04","1.2282"
"4324","elementos","elements","6.04","1.1773"
"4325","metropolitana","metropolitan","6.04","1.0872"
"4326","volviendo","back","6.04","1.1421"
"4327","contado","Spot","6.04","1.3845"
"4328","obrigada","obrigada","6.04","1.4702"
"4329","conclusiones","conclusions","6.04","1.261"
"4330","búsquedas","search","6.04","1.2282"
"4331","capÍtulo","chapter","6.04","0.9681"
"4332","estemos","we","6.04","1.0872"
"4333","hábitos","habits","6.04","1.293"
"4334","crean","create","6.04","1.2447"
"4335","cuero","leather","6.04","1.4563"
"4336","alojamientos","Accommodation","6.04","0.9467"
"4337","hablas","talk","6.04","1.3242"
"4338","altura","height","6.04","1.5513"
"4339","wordpress","wordpress","6.04","1.4563"
"4340","ocasión","occasion","6.04","0.9467"
"4341","disponer","dispose","6.04","1.293"
"4342","sucesos","events","6.04","1.2447"
"4343","suministros","supplies","6.04","1.3696"
"4344","domicilio","home","6.04","1.2771"
"4345","círculos","circles","6.04","0.9681"
"4346","vimos","saw","6.04","0.9026"
"4347","tejido","tissue","6.04","1.3242"
"4348","observación","observation","6.04","1.293"
"4349","singular","singular","6.04","1.1599"
"4350","tamaño","size","6.04","1.1945"
"4351","hago","I","6.04","1.1241"
"4352","studio","studio","6.04","1.1241"
"4353","metafísica","metaphysics","6.04","1.8066"
"4354","conductor","conductor","6.04","1.1599"
"4355","mayores","more","6.04","1.3242"
"4356","investigaciones","research","6.04","1.5113"
"4357","polonia","Poland","6.04","1.2447"
"4358","palabra","word","6.02","1.1692"
"4359","salón","lounge","6.02","1.505"
"4360","muchacho","boy","6.02","1.3626"
"4361","personal","personal","6.02","1.2036"
"4362","suscripción","subscription","6.02","1.2036"
"4363","evidentemente","obviously","6.02","1.237"
"4364","crema","cream","6.02","1.02"
"4365","arco","arc","6.02","1.1337"
"4366","intel","intel","6.02","1.6098"
"4367","suben","up","6.02","1.3169"
"4368","establecimientos","establishments","6.02","0.9792"
"4369","comenta","comments","6.02","1.0593"
"4370","salas","rooms","6.02","1.2036"
"4371","entregar","deliver","6.02","1.5583"
"4372","periodista","journalist","6.02","1.3626"
"4373","enlaza","link","6.02","1.0593"
"4374","formacion","formation","6.02","1.0593"
"4375","respectivamente","respectively","6.02","1.2204"
"4376","quisiera","would","6.02","1.3626"
"4377","xfa","xfa","6.02","1.4497"
"4378","bibliografía","bibliography","6.02","1.2856"
"4379","coahuila","coahuila","6.02","1.3476"
"4380","vean","see","6.02","1.1337"
"4381","performed","performed","6.02","1.5185"
"4382","tarjeta","card","6.02","1.2204"
"4383","mercados","markets","6.02","1.1692"
"4384","seguido","continued","6.02","1.2204"
"4385","civiles","civil","6.02","1.1865"
"4386","altar","altar","6.02","1.5451"
"4387","fabricación","manufacturing","6.02","1.2696"
"4388","evidente","evident","6.02","1.1337"
"4389","ediciones","editions","6.02","1.1156"
"4390","caballería","cavalry","6.02","1.3775"
"4391","aww","aww","6.02","1.868"
"4392","inmediato","immediate","6.02","1.237"
"4393","mijo","millet","6.02","1.7437"
"4394","selena","selena","6.02","1.5318"
"4395","ofreció","offered","6.02","1.3775"
"4396","acoste","slept","6.02","1.1865"
"4397","diciendo","saying","6.02","0.9998"
"4398","puntos","points","6.02","1.4068"
"4399","poseen","have","6.02","1.4356"
"4400","palma","palm","6.02","0.9998"
"4401","acto","act","6.02","1.1692"
"4402","temprano","early","6.02","1.8125"
"4403","tendremos","we","6.02","1.2856"
"4404","convierte","becomes","6.02","0.9792"
"4405","haciendas","haciendas","6.02","1.4068"
"4406","posibles","possible","6.02","1.2534"
"4407","going","going","6.02","1.3775"
"4408","empiezas","start","6.02","1.0593"
"4409","manager","manager","6.02","1.5583"
"4410","navigation","navigation","6.02","1.672"
"4411","aplica","applies","6.02","1.1337"
"4412","podrá","can","6.02","1.1516"
"4413","transferencia","transfer","6.02","1.1865"
"4414","tejidos","tissues","6.02","1.1692"
"4415","articulos","Articles","6.02","1.2856"
"4416","explico","explain","6.02","1.1156"
"4417","gerente","manager","6.02","1.6098"
"4418","balanza","balance","6.02","1.3169"
"4419","relacionada","related","6.02","0.9366"
"4420","asia","Asia","6.02","1.2696"
"4421","añooo","añooo","6.02","1.8125"
"4422","comenzo","started","6.02","0.9366"
"4423","making","making","6.02","1.237"
"4424","órden","order","6.02","1.6474"
"4425","exclusivamente","exclusively","6.02","1.6597"
"4426","cubanos","Cuban","6.02","1.6841"
"4427","empece","started","6.02","1.0593"
"4428","cabeza","head","6.02","1.3013"
"4429","instituto","institute","6.02","1.3775"
"4430","entrevistas","interviews","6.02","1.505"
"4431","acuerda","agrees","6.02","1.1865"
"4432","suzuki","suzuki","6.02","1.6597"
"4433","edades","ages","6.02","1.3013"
"4434","monitor","monitor","6.02","0.9581"
"4435","service","service","6.02","1.1337"
"4436","oraciones","prayers","6.02","1.8238"
"4437","tendrán","will","6.02","1.3323"
"4438","vente","solvent","6.02","1.237"
"4439","once","eleven","6.02","1.3323"
"4440","medieval","medieval","6.02","1.8897"
"4441","trabajos","jobs","6.02","1.5971"
"4442","conocidas","known","6.02","1.0784"
"4443","borges","borges","6.02","1.2534"
"4444","incluye","includes","6","0.9476"
"4445","motorola","motorola","6","1.2289"
"4446","básicamente","basically","6","1.178"
"4447","épocas","times","6","1.0302"
"4448","colectiva","collective","6","1.2289"
"4449","sentimos","Sorry","6","1.5518"
"4450","serán","will","6","1.088"
"4451","transición","transition","6","1.3553"
"4452","simultáneamente","simultaneously","6","1.1249"
"4453","manera","way","6","1.3401"
"4454","diversas","various","6","1.3997"
"4455","claudia","greengage","6","1.4142"
"4456","provincias","provinces","6","1.3093"
"4457","mecanismo","mechanism","6","1.2454"
"4458","consideraciones","considerations","6","1.4286"
"4459","follower","follower","6","1.1952"
"4460","expresado","voiced","6","1.3851"
"4461","procurar","seek","6","1.2617"
"4462","nacionalidad","nationality","6","1.4142"
"4463","dirige","directs","6","1.2289"
"4464","vivió","lived","6","1.7496"
"4465","espacios","spaces","6","1.6537"
"4466","tranqui","tranqui","6","1.5908"
"4467","agrega","adds","6","1.178"
"4468","escritorio","desk","6","1.0498"
"4469","june","june","6","1.2454"
"4470","north","north","6","1.1952"
"4471","trucos","Tricks","6","1.666"
"4472","box","box","6","1.3401"
"4473","mineral","mineral","6","1.3401"
"4474","nombre","name","6","1.0302"
"4475","identificar","identify","6","1.2122"
"4476","asociados","associated","6","1.1606"
"4477","ligeramente","slightly","6","1.0102"
"4478","tenga","have","6","0.8806"
"4479","determinado","determined","6","1.2454"
"4480","quedamos","were","6","1.1606"
"4481","fundamental","fundamental","6","0.9689"
"4482","surgen","arise","6","1.0498"
"4483","getting","getting","6","1.1952"
"4484","lei","lei","6","1.5779"
"4485","usted","you","6","1.3248"
"4486","inicial","initial","6","1.0498"
"4487","transportes","transportation","6","1.3248"
"4488","hacen","do","6","1.178"
"4489","llevamos","we","6","1.2122"
"4490","vienen","come","6","0.9689"
"4491","intensa","intense","6","1.6782"
"4492","link","link","6","1.1606"
"4493","caminos","roads","6","1.1066"
"4494","corresponden","correspond","6","0.9897"
"4495","letra","letter","6","1.0102"
"4496","espalda","back","6","1.3702"
"4497","formal","formal","6","1.3851"
"4498","exterior","exterior","6","0.9476"
"4499","me","me","6","1.3851"
"4500","get","get","6","1.5908"
"4501","eléctrica","electrical","6","1.2617"
"4502","já","já","6","1.3851"
"4503","author","author","6","1.2454"
"4504","contundente","convincing","6","1.2289"
"4505","alcohol","alcohol","6","1.7261"
"4506","anda","walks","6","1.0102"
"4507","suscríbete","subscribe","6","1.2936"
"4508","específicamente","specifically","6","1.1249"
"4509","company","company","6","1.3553"
"4510","obviamente","obviously","6","1.1249"
"4511","menudo","often","6","1.5119"
"4512","alto","high","6","1.4428"
"4513","impresora","printer","6","1.0302"
"4514","telefónica","phone","6","1.3553"
"4515","rehabilitación","rehabilitation","6","1.7261"
"4516","llamados","called","6","1.1429"
"4517","llamado","called","6","1.178"
"4518","reciba","receive","6","0.9689"
"4519","fincas","farms","6","1.1606"
"4520","cuadros","pictures","6","1.3093"
"4521","esponja","sponge","6","1.3093"
"4522","podrias","Might","6","1.2778"
"4523","adn","DNA","6","1.3248"
"4524","determinados","determined","6","1.4142"
"4525","views","views","6","1.1429"
"4526","regreso","return","6","1.2936"
"4527","símbolos","symbols","6","1.3248"
"4528","reflejo","reflection","6","1.1066"
"4529","february","february","6","1.3851"
"4530","ponerme","get","6","1.0302"
"4531","añooooo","añooooo","6","1.5908"
"4532","pasos","steps","6","1.0498"
"4533","previsto","provided","6","1.1066"
"4534","media","average","6","1.1066"
"4535","sesiones","sessions","6","1.2778"
"4536","americanas","American","6","1.6288"
"4537","petición","request","6","1.2617"
"4538","montevideo","Resume","6","1.2289"
"4539","aplicable","applicable","6","1.1952"
"4540","lima","lime","6","1.1249"
"4541","ire","ire","6","1.1249"
"4542","tuyos","yours","6","0.9897"
"4543","vemos","see","6","1.0498"
"4544","hectáreas","hectares","6","1.2778"
"4545","corresponde","corresponds","6","1.0302"
"4546","teoría","theory","6","1.4428"
"4547","apellidos","surnames","6","1.069"
"4548","canal","channel","6","1.1429"
"4549","ramo","bouquet","6","1.3093"
"4550","figuras","Figures","6","1.178"
"4551","hacerte","make","6","1.2936"
"4552","valencia","valence","6","1.4846"
"4553","seguramente","surely","6","1.1952"
"4554","sere","I will be","6","1.4286"
"4555","diaa","diaa","6","1.4286"
"4556","actitudes","attitudes","6","1.3702"
"4557","fundamento","foundation","6","1.3702"
"4558","acabas","just","5.98","1.6349"
"4559","componentes","components","5.98","1.0593"
"4560","chalets","chalets","5.98","1.3323"
"4561","pluma","pen","5.98","0.9998"
"4562","toca","touch","5.98","1.2204"
"4563","hidalgo","nobleman","5.98","1.4776"
"4564","puros","pure","5.98","1.6474"
"4565","inmueble","property","5.98","1.5451"
"4566","panamá","Panama","5.98","1.2036"
"4567","ahhh","ahhh","5.98","1.3013"
"4568","your","your","5.98","0.9145"
"4569","hablo","Spoken","5.98","1.0971"
"4570","clase","class","5.98","1.3775"
"4571","localidad","locality","5.98","1.237"
"4572","diana","dartboard","5.98","1.0971"
"4573","dedos","fingers","5.98","1.2696"
"4574","importaciones","imports","5.98","1.2856"
"4575","instante","moment","5.98","0.8449"
"4576","bolsillo","pocket","5.98","1.1156"
"4577","aparecen","appear","5.98","1.1337"
"4578","miércoles","Wednesday","5.98","1.3476"
"4579","nyc","nyc","5.98","1.4213"
"4580","uruguay","Uruguay","5.98","1.4776"
"4581","superiores","higher","5.98","1.6098"
"4582","diferente","different","5.98","1.505"
"4583","podrán","may","5.98","0.9581"
"4584","clave","key","5.98","1.1692"
"4585","intento","attempt","5.98","1.237"
"4586","demuestra","shows","5.98","1.2204"
"4587","guías","guides","5.98","1.1337"
"4588","llego","came","5.98","1.02"
"4589","cambiar","change","5.98","1.4213"
"4590","my","my","5.98","1.2534"
"4591","paciente","patient","5.98","1.5451"
"4592","llegas","arrive","5.98","1.0784"
"4593","periódico","newspaper","5.98","1.1692"
"4594","autorización","authorization","5.98","1.5842"
"4595","license","license","5.98","1.2696"
"4596","contestó","answered","5.98","1.237"
"4597","montes","mountains","5.98","1.2534"
"4598","single","single","5.98","1.6349"
"4599","guias","Guides","5.98","0.9792"
"4600","pondré","put","5.98","1.1516"
"4601","hi5","hi5","5.98","1.9845"
"4602","generalmente","generally","5.98","1.02"
"4603","audiencia","audience","5.98","1.6841"
"4604","circular","circular","5.98","1.0784"
"4605","poblaciones","populations","5.98","1.1865"
"4606","botella","bottle","5.98","1.2696"
"4607","metales","metals","5.98","1.3013"
"4608","periodismo","journalism","5.98","1.0398"
"4609","efecto","effect","5.98","1.2036"
"4610","villas","villas","5.98","1.0593"
"4611","dirección","address","5.98","1.02"
"4612","habrá","will","5.98","0.9792"
"4613","payaso","clown","5.98","2.1523"
"4614","valid","valid","5.98","1.4213"
"4615","logos","logos","5.98","1.505"
"4616","salir","leave","5.98","1.4068"
"4617","estará","will","5.98","1.1865"
"4618","supo","knew","5.98","1.1156"
"4619","sirven","serve","5.98","1.3476"
"4620","organizaciones","organizations","5.98","1.3923"
"4621","ordenar","order","5.98","1.7319"
"4622","tomar","take","5.98","1.2696"
"4623","logística","logistics","5.98","1.4068"
"4624","cuadernos","notebooks","5.98","1.0398"
"4625","crónicas","chronic","5.98","1.4068"
"4626","cobre","copper","5.98","1.3626"
"4627","tanto","so","5.98","1.2204"
"4628","member","member","5.98","1.1516"
"4629","transacción","transaction","5.98","1.2696"
"4630","describir","describe","5.98","1.1156"
"4631","argumento","argument","5.98","1.4068"
"4632","selección","selection","5.98","1.4213"
"4633","incorporación","incorporation","5.98","1.5318"
"4634","anuncia","announced","5.98","1.0593"
"4635","nombró","appointed","5.98","1.1516"
"4636","paginas","pages","5.98","1.0398"
"4637","acero","steel","5.98","1.3013"
"4638","novo","novo","5.98","1.505"
"4639","flaca","Skinny","5.98","1.6597"
"4640","distribución","distribution","5.98","1.02"
"4641","concede","grants","5.98","1.02"
"4642","privacy","privacy","5.98","1.5185"
"4643","oki","oki","5.98","1.672"
"4644","provincia","province","5.98","1.4213"
"4645","deseaba","wanted","5.98","1.6098"
"4646","marruecos","Morocco","5.98","1.4637"
"4647","verbal","verbal","5.96","1.1421"
"4648","ora","ora","5.96","1.5513"
"4649","viene","comes","5.96","1.1945"
"4650","rol","role","5.96","1.1421"
"4651","ecuador","Ecuador","5.96","1.2282"
"4652","menciones","Mentions","5.96","1.049"
"4653","individual","individual","5.96","1.428"
"4654","oscar","oscar","5.96","1.6408"
"4655","miss","Miss","5.96","1.9055"
"4656","admite","supports","5.96","1.1421"
"4657","mantiene","maintains","5.96","1.1058"
"4658","dispone","has","5.96","1.1058"
"4659","suma","sum","5.96","1.0872"
"4660","constituyen","are","5.96","1.293"
"4661","dani","dani","5.96","1.5903"
"4662","bretaña","Brittany","5.96","1.7019"
"4663","verás","see","5.96","0.9467"
"4664","además","also","5.96","1.1421"
"4665","busqueda","search","5.96","1.293"
"4666","valenciana","Valencia","5.96","1.2282"
"4667","ganadería","animal husbandry","5.96","1.3087"
"4668","harán","will","5.96","1.0683"
"4669","temas","topics","5.96","1.2282"
"4670","córdoba","Cordova","5.96","1.3087"
"4671","analisis","analysis","5.96","1.5381"
"4672","let's","let's","5.96","1.2282"
"4673","siguiente","following","5.96","1.0683"
"4674","interior","interior","5.96","0.9889"
"4675","pense","pense","5.96","1.3696"
"4676","fases","phases","5.96","1.293"
"4677","relacionado","relevant","5.96","0.8071"
"4678","cd","CD","5.96","1.1241"
"4679","sur","south","5.96","1.4563"
"4680","tendencias","tendencies","5.96","1.3845"
"4681","verbo","verb","5.96","1.3242"
"4682","ejemplos","Examples","5.96","1.1773"
"4683","núcleo","core","5.96","1.1421"
"4684","traen","bring","5.96","1.1058"
"4685","mary","mary","5.96","1.2771"
"4686","calificaciones","Qualifications","5.96","1.6283"
"4687","fundamentalmente","fundamentally","5.96","1.0872"
"4688","responde","responds","5.96","1.1773"
"4689","romano","Roman","5.96","1.1421"
"4690","voces","voices","5.96","1.2282"
"4691","traigo","bring","5.96","1.049"
"4692","card","card","5.96","1.2447"
"4693","semejante","such","5.96","1.1241"
"4694","comments","comments","5.96","1.3087"
"4695","seminario","seminar","5.96","1.3087"
"4696","andrés","Andrew","5.96","1.5381"
"4697","sugerencias","suggestions","5.96","1.0093"
"4698","we","we","5.96","1.5513"
"4699","consulta","consultation","5.96","1.2447"
"4700","spaces","spaces","5.96","1.1599"
"4701","material","material","5.96","1.1599"
"4702","interesados","interested","5.96","1.6408"
"4703","pudiese","could","5.96","1.5381"
"4704","posts","posts","5.96","1.4841"
"4705","compañías","companies","5.96","1.4841"
"4706","utiliza","used","5.96","1.261"
"4707","localización","location","5.96","1.2115"
"4708","bookmark","bookmark","5.96","1.2282"
"4709","quedate","Stay","5.96","1.4702"
"4710","marina","marine","5.96","1.3242"
"4711","creencias","beliefs","5.96","1.5381"
"4712","myspace","myspace","5.96","1.3242"
"4713","regional","regional","5.96","1.3696"
"4714","añade","adds","5.96","0.8797"
"4715","entregó","delivered","5.96","1.1421"
"4716","autopista","highway","5.96","1.3242"
"4717","destinado","destined","5.96","1.2447"
"4718","mira","sight","5.96","0.6987"
"4719","moderador","moderator","5.96","1.2115"
"4720","rumbo","course","5.96","1.0872"
"4721","expresó","expressed","5.96","1.049"
"4722","tantas","many","5.96","1.3547"
"4723","cartagena","cartagena","5.96","1.2282"
"4724","darle","give","5.96","1.1421"
"4725","added","added","5.96","0.9889"
"4726","está","is","5.96","0.9889"
"4727","africa","africa","5.96","1.8066"
"4728","vengan","come","5.96","1.049"
"4729","ocupación","occupation","5.96","1.3991"
"4730","líquido","liquid","5.96","1.1773"
"4731","adicionales","additional","5.96","1.1945"
"4732","rutas","routes","5.96","1.1058"
"4733","tomamos","we","5.96","1.261"
"4734","public","public","5.96","0.9467"
"4735","sale","out","5.96","1.1945"
"4736","recien","Recent","5.96","1.0294"
"4737","garaje","garage","5.96","1.0294"
"4738","eléctrico","electric","5.96","1.2115"
"4739","inclusive","inclusive","5.94","1.2521"
"4740","establecer","establish","5.94","1.0577"
"4741","aja","aja","5.94","1.4201"
"4742","tribus","tribes","5.94","1.3614"
"4743","confidencialidad","confidentiality","5.94","1.4765"
"4744","parcela","plot","5.94","1.2843"
"4745","mercaderías","goods","5.94","1.1502"
"4746","with","with","5.94","1.0382"
"4747","pueda","can","5.94","1.0768"
"4748","view","view","5.94","0.8184"
"4749","maleta","suitcase","5.94","1.6953"
"4750","incluyendo","including","5.94","1.1323"
"4751","avisame","let me know","5.94","1.1141"
"4752","torres","towers","5.94","1.2843"
"4753","pray","pray","5.94","1.8671"
"4754","instalaciones","facilities","5.94","0.9982"
"4755","madera","wood","5.94","1.0768"
"4756","empezaste","started","5.94","1.1502"
"4757","susana","susana","5.94","1.2843"
"4758","post","post","5.94","1.0382"
"4759","mobiliario","furniture","5.94","1.3614"
"4760","considerar","consider","5.94","1.1502"
"4761","lean","read","5.94","1.4344"
"4762","énfasis","emphasis","5.94","1.1323"
"4763","normal","normal","5.94","0.9982"
"4764","hacerle","give","5.94","1.4486"
"4765","riego","irrigation","5.94","1.1851"
"4766","simples","simple","5.94","1.1502"
"4767","evalúa","evaluates","5.94","1.2191"
"4768","parecido","like","5.94","1.0577"
"4769","cinta","tape","5.94","1.1851"
"4770","lmfao","lmfao","5.94","1.6214"
"4771","edad","age","5.94","1.4486"
"4772","centros","centers","5.94","1.1678"
"4773","exponer","exhibit","5.94","1.4344"
"4774","juntas","together","5.94","1.4486"
"4775","característica","feature","5.94","1.0184"
"4776","edition","edition","5.94","1.0956"
"4777","destinada","intended","5.94","1.6214"
"4778","us","us","5.94","1.634"
"4779","local","local","5.94","1.0768"
"4780","menéame","mename","5.94","1.6214"
"4781","largo","long","5.94","1.4626"
"4782","hechas","made","5.94","1.0382"
"4783","marido","husband","5.94","1.921"
"4784","decisivo","decisive","5.94","1.5174"
"4785","empezado","initiated","5.94","1.4486"
"4786","provincial","provincial","5.94","1.2683"
"4787","duración","duration","5.94","1.3001"
"4788","laboratorio","laboratory","5.94","1.4057"
"4789","califica","qualifies","5.94","1.1851"
"4790","tributo","tribute","5.94","1.596"
"4791","suplementos","supplements","5.94","0.9348"
"4792","diario","daily","5.94","1.0768"
"4793","explicación","explanation","5.94","1.4486"
"4794","nombres","names","5.94","1.1678"
"4795","transporte","transport","5.94","1.2683"
"4796","máquina","machine","5.94","1.1678"
"4797","dale","dale","5.94","1.2357"
"4798","asturias","Asturias","5.94","1.3763"
"4799","we're","we're","5.94","0.7669"
"4800","significa","means","5.94","0.843"
"4801","oye","hears","5.94","1.1502"
"4802","células","cells","5.94","1.2843"
"4803","subscribe","subscribe","5.94","1.3157"
"4804","apariencia","appearance","5.94","1.6088"
"4805","tendencia","trend","5.94","1.3911"
"4806","resultan","are","5.94","1.1851"
"4807","official","Official","5.94","1.2683"
"4808","pedido","order","5.94","1.1678"
"4809","revisar","revise","5.94","1.2357"
"4810","pie","foot","5.94","1.0768"
"4811","procede","proceeds","5.94","1.2191"
"4812","entró","entered","5.94","1.1502"
"4813","suscripciones","subscriptions","5.94","1.3911"
"4814","isabel","Isabel","5.94","1.3311"
"4815","hace","ago","5.94","1.3311"
"4816","nueve","nine","5.94","1.3001"
"4817","ong","ong","5.94","1.2357"
"4818","espíritus","spirits","5.94","1.7775"
"4819","signos","signs","5.94","1.0577"
"4820","can","dog","5.92","1.2262"
"4821","posee","has","5.92","0.8999"
"4822","tecnico","technical","5.92","1.3679"
"4823","convertirse","turn","5.92","1.1036"
"4824","português","português","5.92","1.1925"
"4825","metodología","methodology","5.92","1.2262"
"4826","order","order","5.92","1.3377"
"4827","xdd","xdd","5.92","1.4263"
"4828","editar","edit","5.92","1.1578"
"4829","puertas","doors","5.92","1.0467"
"4830","disposiciones","provisions","5.92","1.3974"
"4831","alicia","Alice","5.92","1.4961"
"4832","siguiendo","following","5.92","1.085"
"4833","break","break","5.92","1.5097"
"4834","atmósfera","atmosphere","5.92","1.1925"
"4835","Índice","Index","5.92","1.3223"
"4836","volúmenes","volumes","5.92","1.2095"
"4837","llegado","come","5.92","1.4686"
"4838","llevando","carrying","5.92","0.8769"
"4839","dedo","finger","5.92","1.2752"
"4840","numerosos","numerous","5.92","1.2752"
"4841","terra","terra","5.92","1.3827"
"4842","plataforma","platform","5.92","1.122"
"4843","hoja","leaf","5.92","1.1925"
"4844","comportamiento","behavior","5.92","1.3377"
"4845","habló","spoke","5.92","1.066"
"4846","sistemas","systems","5.92","1.4686"
"4847","ojala","hopefully","5.92","1.4405"
"4848","acordaba","remembered","5.92","1.3377"
"4849","hice","I","5.92","1.1925"
"4850","referida","referred","5.92","1.2262"
"4851","cumbia","cumbia","5.92","1.8609"
"4852","pertenecientes","belonging","5.92","1.2095"
"4853","alemanes","German","5.92","1.5097"
"4854","definir","define","5.92","1.2752"
"4855","colombiano","Colombian","5.92","1.5628"
"4856","pasas","raisins","5.92","1.3223"
"4857","semana","week","5.92","1.122"
"4858","decir","say","5.92","1.066"
"4859","señor","Mr.","5.92","1.4119"
"4860","llega","arrives","5.92","1.2591"
"4861","mencionados","mentioned","5.92","1.1753"
"4862","mencionar","mention","5.92","0.8999"
"4863","métodos","methods","5.92","1.2591"
"4864","our","our","5.92","1.3974"
"4865","consultar","consult","5.92","1.14"
"4866","entran","enter","5.92","1.2262"
